child,parent
C0162678,C04
C0162678,C10
C0272302,C16
C0272302,C15
C1861735,C23
C1861735,C11
C1861735,C10
C1861735,F03
C1861735,C09
C1865596,C16
C1865596,C18
C2931482,C16
C2931482,C04
C2931482,C17
C2931482,C05
C2931482,C10
C2931482,C14
C0553586,C16
C0553586,C04
C0553586,C10
C1834235,C16
C1834235,C04
C1834235,C10
C2678046,C23
C2678046,C16
C2678046,C05
C2678046,C10
C2678046,F03
C2678046,F01
C3279964,C06
C2717750,C16
C2717750,C15
C0003873,C17
C0003873,C05
C0003873,C20
C1838951,C16
C1838951,C18
C1838951,C10
C0027830,C04
C0027830,C10
C1449563,C14
C0342288,C23
C0342288,C16
C0342288,C18
C0342288,C20
C0342288,C19
C1838577,C23
C1838577,C17
C1838577,C05
C1838577,C10
C1838577,C14
C2931461,C23
C2931461,C16
C2931461,C05
C2931461,C10
C2931461,C09
C2931461,C14
C0553580,C04
C0265293,C16
C0265293,C05
C0022568,C11
C0032285,C01
C0032285,C08
C0242383,C11
C2733158,C10
C2733158,C14
C0011854,C18
C0011854,C20
C0011854,C19
C0398691,C16
C0398691,C18
C0398691,C20
C0398691,C10
C0398691,C15
C1959626,C16
C1959626,C18
C1959626,C20
C1959626,C10
C1959626,C15
C1845546,C23
C1845546,C16
C1845546,C06
C1845546,C10
C2677903,C16
C2677903,C05
C2677903,C10
C0342731,C16
C0342731,C18
C0342731,C20
C0342731,C10
C0342731,C15
C1867981,C16
C1867981,C17
C1848599,C16
C1848599,C06
C1848599,C05
C1848599,C10
C1848599,C14
C2750791,C23
C2750791,C10
C2750791,F03
C2750791,F01
C1704429,C16
C1704429,C18
C0949506,C16
C0949506,C17
C0025958,C16
C0025958,C05
C0025958,C10
C2750785,C16
C2750785,C05
C2750785,C10
C1854154,C16
C1854154,C10
C0432291,C18
C0432291,C17
C0432291,C05
C1720860,C18
C1720860,C17
C0796031,C16
C0796031,C13
C0796031,C12
C0796031,C19
C0796031,C14
C1858172,C23
C1858172,C10
C1858172,C09
C0410189,C16
C0410189,C05
C0410189,C10
C1857829,C16
C1857829,C05
C1857829,C14
C2750035,C16
C2750035,C05
C2750035,C10
C2678312,C23
C2678312,C16
C2678312,C05
C2678312,C10
C2678312,C19
C2752041,C23
C2752041,C16
C2752041,C05
C2752041,C10
C2752041,C19
C0271694,C18
C0271694,C17
C0175702,C16
C0175702,C10
C0175702,C14
C0265205,C16
C0265205,C13
C0265205,C05
C0265205,C12
C0265205,C19
C1450051,C16
C1450051,C05
C1450051,C10
C1720859,C18
C1720859,C17
C0036572,C23
C0036572,C10
C1848862,C23
C1848862,C16
C1848862,C05
C1848862,C10
C1848862,C19
C3502492,C16
C3502492,C11
C3502492,C05
C3502492,C10
C1832370,C16
C1832370,C05
C1832370,C10
C1832370,C14
C2673377,C16
C2673377,C18
C2673377,C05
C2673377,C10
C1854467,C16
C1854467,C10
C1858154,C14
C0020725,C16
C0020725,C18
C0020725,C05
C0020725,C10
C1854896,C16
C1854896,C18
C1854896,C05
C1854896,C10
C2751987,C16
C2751987,C17
C0410204,C05
C0410204,C10
C2677109,C16
C2677109,C18
C2677109,C10
C0033788,C16
C0033788,C18
C0033788,C05
C0033788,C10
C1867005,C16
C1867005,C10
C3489627,C23
C3489627,C10
C3645536,C05
C3645536,C10
C0263428,C16
C0263428,C17
C1834558,C05
C1834558,C10
C0376618,C23
C0376618,C01
C0021655,C18
C0022716,C16
C0022716,C18
C0022716,C17
C0022716,C10
C0043119,C16
C0043119,C18
C1846564,C16
C1846564,C10
C1845359,C16
C1845359,C10
C0268353,C16
C0268353,C17
C0268353,C15
C0268353,C14
C2931746,C16
C2931746,C18
C0268624,C16
C0268624,C18
C3550234,C16
C3550234,C18
C3550273,C16
C3550273,C18
C1858266,C16
C1858266,C18
C1858266,C20
C3711370,C23
C3711370,C16
C3711370,C10
C0741160,C14
C0741160,C26
C2752042,C16
C2752042,C04
C2752042,C05
C2752042,C14
C1704423,C15
C1865285,C16
C1865285,C17
C1865285,C05
C1865285,C10
C1865285,C14
C0152200,C23
C0152200,C11
C0152200,C10
C2750074,C04
C1843042,C16
C1843042,C05
C2749659,C16
C2749659,C20
C2749659,C10
C0796279,C16
C0796279,C11
C0796279,C05
C0796279,C12
C0796279,C10
C0796279,C19
C0022603,C17
C0265552,C16
C0265552,C05
C0027819,C04
C0006826,C04
C1865871,C16
C1865871,C04
C2751313,C16
C2751313,C15
C2751313,C14
C0265338,C23
C0265338,C16
C0265338,C05
C0265338,C10
C0265338,F03
C0265338,C07
C0265338,F01
C1514428,C06
C1514428,C04
C0409818,C16
C0409818,C17
C4551895,C16
C4551895,C17
C0002312,C16
C0002312,C15
C0002895,C16
C0002895,C15
C0005283,C16
C0005283,C15
C1306589,C16
C1306589,C15
C0268390,C16
C0268390,C17
C0343068,C16
C0343068,C17
C3266731,C23
C3266731,C16
C3266731,C10
C2751536,C16
C2751536,C18
C2751536,C10
C2751536,C14
C0002875,C16
C0002875,C15
C1858990,C16
C1858990,C15
C1853286,C15
C0338656,F03
C2931672,C16
C2931672,C18
C2931672,C10
C2931672,C14
C0700299,C16
C0700299,C15
C3161174,C16
C3161174,C15
C0019025,C16
C0019025,C15
C0002876,C16
C0002876,C15
C0085220,C18
C0085220,C10
C0085220,C14
C0750901,C10
C0750901,F03
C0020305,C23
C0020305,C16
C0020305,C13
C0020305,C20
C0020305,C15
C0019045,C16
C0019045,C15
C0024530,C01
C0472767,C16
C0472767,C15
C2316212,C16
C2316212,C17
C1838702,C16
C1838702,C11
C1969081,C16
C1969081,C14
C2677589,C16
C2677589,C10
C0752347,C10
C0752347,F03
C0238286,C16
C0238286,C18
C0238286,C05
C0238286,C10
C1855722,C23
C1855722,C16
C1855722,C11
C1855722,C10
C1855722,F03
C1855722,F01
C1834690,C16
C1834690,C10
C1846331,C10
C0030567,C10
C1854182,C10
C1854182,F03
C1835895,C16
C1835895,C11
C1832600,C16
C1832600,C17
C1832600,C14
C1833118,C16
C1833118,C11
C0334121,C23
C0027720,C13
C0027720,C12
C1861556,C23
C1861556,C16
C1861556,C06
C0242422,C10
C1852438,C11
C1850343,C16
C0005129,C16
C0005129,C15
C0015530,C16
C0015530,C15
C1280798,C16
C1280798,C15
C0206655,C04
C1864652,C23
C1864652,C16
C1864652,C11
C1864652,C05
C1864652,C10
C1864652,F03
C1864652,F01
C0265245,C16
C0265245,C11
C0265245,C05
C0687150,C04
C0687150,C19
C1704981,C04
C1704981,C05
C1704981,C19
C1704981,C07
C1837728,C18
C1837728,C10
C2750514,C16
C2750514,C15
C0878683,C05
C0878683,C10
C0878683,C19
C1853116,C16
C1853116,C10
C1859353,C01
C1859353,C17
C0262587,C04
C0262587,C19
C1840402,C19
C1854058,C10
C1866777,C10
C2751807,C16
C2751807,C05
C2751807,C10
C4551961,C19
C4551592,C16
C4551592,C04
C4551592,C17
C0019829,C04
C0019829,C20
C0019829,C15
C0242343,C10
C0242343,C19
C0007758,C23
C0007758,C10
C1970187,C23
C1970187,C12
C1970187,C10
C1970187,C09
C0017923,C16
C0017923,C18
C0023374,C16
C0023374,C18
C0023374,C10
C2931072,C16
C2931072,C17
C2931072,C05
C2931072,C10
C0017924,C16
C0017924,C18
C1970431,C23
C1970431,C08
C1970431,C10
C1970431,F03
C1970431,F01
C1860991,C16
C1860991,C17
C1860991,C05
C1860991,C14
C0432317,C16
C0432317,C17
C1849722,C16
C1849722,C18
C1849722,C10
C0268117,C16
C0268117,C18
C0268117,C05
C0265329,C16
C0265329,C04
C0265329,C10
C2677349,C16
C2677349,C17
C1832167,C16
C1832167,C11
C1832167,C05
C1836010,C23
C1836010,C16
C1836010,C11
C1836010,C10
C1720957,C16
C1720957,C20
C1720957,C15
C1855008,C16
C1855008,C18
C0040136,C04
C0040136,C19
C2674723,C16
C2674723,C04
C2674723,C20
C2674723,C15
C0334583,C04
C4552097,C16
C4552097,C04
C4552097,C10
C2750451,C16
C2750451,C11
C1721005,C16
C1721005,C17
C0015696,C06
C0015696,C25
C0522624,C04
C0522624,C17
C0522624,C20
C0522624,C15
C0341703,C16
C0341703,C13
C0341703,C12
C0740394,C23
C1708353,C16
C1708353,C04
C0016781,C16
C0016781,C11
C3489532,C16
C3489532,C11
C0796028,C23
C0796028,C16
C0796028,C11
C0796028,C10
C0796028,C09
C0399376,C16
C0399376,C07
C1839566,C23
C1839566,C16
C1839566,C11
C1839566,C05
C1839566,C10
C1839566,C09
C1844677,C23
C1844677,C16
C1844677,C10
C1844677,C09
C1970827,C16
C1970827,C18
C0023479,C04
C1858051,C23
C1858051,C06
C0002452,C16
C0002452,C07
C1858301,C11
C3151446,C23
C3151446,C18
C3151446,C05
C1849700,C16
C1849700,C18
C1849700,C10
C0270972,C16
C0270972,C10
C1864840,C23
C1864840,C18
C1864840,C05
C1864840,C10
C1835042,C04
C1835042,C10
C0023452,C04
C0023452,C20
C0023452,C15
C1838547,C16
C1838547,C06
C1838547,C04
C1838547,C19
C1969653,C06
C1969653,C04
C0749424,C04
C0749424,C19
C2700553,C16
C2700553,C18
C2700553,C20
C4015214,C20
C0035579,C18
C0035579,C05
C1864668,C23
C1864668,C18
C1864668,C11
C1864668,C05
C1864668,C10
C1854311,C11
C0001925,C23
C0001925,C13
C0001925,C12
C1858424,C16
C1858424,C18
C1858424,C05
C1858424,C10
C1858424,C14
C0677607,C19
C0035078,C13
C0035078,C12
C0038013,C05
C0019069,C16
C0019069,C15
C1859722,C16
C1859722,C06
C1859722,C13
C1859722,C05
C1859722,C12
C0003499,C14
C0162568,C16
C0162568,C06
C0162568,C18
C0162568,C17
C1833213,C18
C1833213,C11
C1853578,C18
C1853578,C10
C0016952,C16
C0016952,C18
C0016952,C10
C0268151,C16
C0268151,C18
C0268151,C10
C0751161,C16
C0751161,C18
C0751161,C10
C1851316,C18
C1847835,C17
C0085261,C16
C0085261,C04
C0085261,C05
C1850718,C18
C1850718,C05
C1850718,C10
C0001733,C16
C0001733,C15
C0032708,C18
C0242488,C08
C1833104,C18
C1833104,C19
C0398738,C16
C0398738,C20
C4551479,C16
C4551479,C05
C1853147,C11
C0002874,C15
C0342276,C18
C0342276,C19
C0036391,C16
C0036391,C05
C1857100,C16
C1857100,C05
C1857100,C19
C0398777,C16
C0398777,C13
C0398777,C12
C0398777,C20
C1279481,C16
C1279481,C20
C3463916,C16
C3463916,C20
C1853392,C20
C0268743,C13
C0268743,C12
C0268743,C20
C2931788,C13
C2931788,C12
C2931788,C15
C0004943,C16
C0004943,C11
C0004943,C17
C0004943,C07
C0004943,C14
C0038325,C17
C0038325,C20
C0038325,C25
C0038325,C07
C0027404,C10
C0027404,F03
C0036202,C15
C0699885,C04
C0699885,C13
C0699885,C12
C1837028,C16
C1837028,C18
C1837028,C20
C0011615,C16
C0011615,C17
C0011615,C20
C0011849,C18
C0011849,C19
C0342283,C18
C0342283,C19
C1852092,C18
C1852092,C20
C1852092,C19
C3150617,C18
C3150617,C19
C0342800,C16
C0342800,C18
C0730295,C16
C0730295,C11
C0008312,C23
C0008312,C06
C0017662,C13
C0017662,C12
C0017662,C20
C0243026,C23
C0243026,C01
C0524620,C18
C0205734,C18
C0205734,C20
C0205734,C19
C0035455,C01
C0035455,C08
C0035455,C09
C2931658,C04
C2931658,C17
C0752308,C10
C0752308,C14
C0751362,C10
C0751362,F03
C0268742,C13
C0268742,C12
C0268742,C20
C0549463,C20
C0549463,C15
C1720821,C13
C1720821,C12
C1720821,C20
C0014518,C17
C0014518,C20
C0014518,C25
C0014518,C07
C0019693,C01
C0019693,C20
C0039263,C17
C0039263,C14
C0030354,C04
C1866040,C18
C1866040,C20
C1866040,C19
C0158981,C16
C0158981,C18
C0158981,C19
C0342302,C18
C0342302,C20
C0342302,C19
C1855520,C18
C3837958,C18
C3837958,C20
C3837958,C19
C4554117,C18
C4554117,C20
C4554117,C19
C3280114,C15
C0031069,C16
C0796081,C23
C0796081,C16
C0796081,C05
C0796081,C12
C0796081,C10
C0796081,C19
C0796081,F03
C0796081,F01
C0268621,C16
C0268621,C18
C1832942,C16
C1832942,C06
C1832942,C15
C1832942,C14
C2677092,C16
C2677092,C20
C1832812,C23
C1832812,C11
C1832812,C10
C1832812,F03
C1832812,C09
C1832812,F01
C1851347,C16
C0024419,C04
C0024419,C20
C0024419,C15
C0024419,C14
C0079744,C04
C0079744,C20
C0079744,C15
C0024314,C20
C0024314,C15
C1857768,C11
C0205710,C20
C0205710,C10
C0268125,C16
C0268125,C18
C0268125,C20
C0020074,C16
C0020074,C10
C3714976,C16
C3714976,C20
C0878684,C23
C0878684,C18
C0878684,C13
C0878684,C12
C1970180,C18
C1970180,C10
C1843851,C23
C1843851,C16
C1843851,C11
C1843851,C10
C1833921,C16
C1833921,C04
C1833921,C19
C2677608,C15
C1866552,C16
C1866552,C04
C1961102,C04
C1961102,C20
C1961102,C15
C1859727,C18
C1865343,C23
C1865343,C05
C2750078,C16
C2750078,C18
C2750078,C13
C2750078,C05
C2750078,C12
C1834846,C23
C1834846,C18
C1834846,C11
C1834846,C10
C1970207,C06
C0032914,C13
C1843256,C16
C1843256,C20
C4551985,C18
C2751319,C23
C2751319,C18
C2751319,C11
C2751319,C05
C2751319,C10
C0011875,C19
C0011875,C14
C0020075,C16
C0020075,C10
C0525045,F03
C1850303,C23
C1850303,C11
C1850303,C10
C0034063,C08
C0699739,C16
C0699739,C10
C0600327,C23
C0600327,C01
C0162674,C23
C0162674,C18
C0162674,C11
C0162674,C05
C0162674,C10
C1835828,C01
C1835828,C20
C0018553,C16
C0018553,C04
C0391826,C16
C0391826,C04
C0265252,C16
C0265252,C10
C1854416,C23
C1854416,C16
C1854416,C05
C1854416,C10
C1854416,F03
C1969057,C16
C1969057,C17
C1969057,C05
C1969057,C14
C1959582,C16
C1959582,C04
C1861303,C11
C1861303,C05
C1847319,C06
C1847319,C04
C1866398,C16
C1866398,C04
C1866398,C05
C1720956,C16
C1720956,C20
C1720956,C15
C0796225,C16
C0796225,C10
C1861848,C16
C1861848,C04
C0265326,C16
C0265326,C04
C1969056,C16
C1969056,C17
C1969056,C05
C1969056,C14
C0007103,C04
C0007103,C13
C0014170,C04
C0014170,C13
C0585362,C06
C0585362,C04
C0585362,C07
C0238111,C16
C0238111,C10
C0007097,C04
C0221355,C16
C0221355,C05
C0221355,C10
C0020500,C13
C0020500,C12
C0041341,C16
C0041341,C04
C0041341,C10
C1264040,C16
C1264040,C15
C0472817,C16
C0472817,C01
C0472817,C17
C0472817,C20
C1837873,C11
C0521802,C16
C0521802,C18
C1853120,C16
C1853120,C17
C1853120,C05
C1853120,C14
C1846707,C16
C1846707,C10
C0268487,C16
C0268487,C18
C0268487,C10
C0376524,C16
C0751674,C04
C0751674,C20
C0751674,C15
C1860707,C16
C1860707,C04
C1860707,C10
C1264039,C16
C1264039,C15
C1264041,C16
C1264041,C15
C0265342,C23
C0265342,C16
C0265342,C05
C0265342,C10
C0265342,F03
C0265342,C07
C0265342,F01
C0342646,C16
C0342646,C18
C0342646,C13
C0342646,C05
C0342646,C12
C2931299,C16
C2931299,C18
C2931299,C20
C3151071,C16
C3151071,C20
C0085084,C10
C1855548,C16
C1855548,C05
C1855548,C19
C1854465,C16
C1854465,C04
C1854465,C10
C4551951,C16
C4551951,C18
C4551951,C05
C4551951,C10
C4551951,F03
C4551499,C16
C4551499,C17
C4551499,C15
C4551499,C14
C3151078,C16
C3151078,C20
C1862941,C18
C1862941,C10
C0520459,C06
C0018790,C14
C0162557,C06
C0042133,C04
C0033141,C14
C0156147,C06
C0268347,C16
C0268347,C17
C0268347,C15
C0268347,C14
C0007787,C10
C0007787,C14
C0017665,C13
C0017665,C12
C0017665,C20
C1969651,C11
C0036529,C14
C0600228,C14
C0600467,C23
C0600467,C10
C0002170,C23
C0002170,C17
C1282968,C16
C1282968,C15
C1282971,C16
C1282971,C15
C1282974,C16
C1282974,C15
C1282975,C16
C1282975,C15
C1846545,C16
C1846545,C20
C1846545,C15
C0242647,C04
C0242647,C20
C0242647,C15
C1858361,C01
C1858361,C17
C1858361,C05
C1858968,C16
C1858968,C20
C1858968,C15
C3469606,C16
C3469606,C13
C3469606,C12
C4721532,C04
C4721532,C20
C4721532,C15
C0038525,C23
C0038525,C10
C0038525,C14
C1857798,C16
C1857798,C20
C0010417,C16
C0010417,C12
C0010417,C19
C16,C
C,disease
C17,C
C05,C
C10,C
C19,C
C04,C
C15,C
C13,C
C12,C
C18,C
C20,C
C14,C
C06,C
C08,C
C11,C
C23,C
F03,F
F,disease
C25,C
C07,C
C01,C
C09,C
C26,C
F01,F
